Manufacturer Part Number,Supplier Part Number,Description,Package,Resistance,Tolerance,Voltage Rating,Power,Link
FRC0603J221 TS,C2907127,220Ω ±5% 100mW 0603 Thick Film Resistor,0603,220Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907127.html
FRC0603J100 TS,C2907091,10Ω ±5% 100mW 0603 Thick Film Resistor,0603,10Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907091.html
FRC0603F7502TS,C2907067,75kΩ ±1% 100mW 0603 Thick Film Resistor,0603,75kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907067.html
FRC0603F5102TS,C2907049,51kΩ ±1% 100mW 0603 Thick Film Resistor,0603,51kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907049.html
FRC0603F5103TS,C2907047,510kΩ ±1% 100mW 0603 Thick Film Resistor,0603,510kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907047.html
FRC0603F47R0TS,C2907043,47Ω ±1% 100mW 0603 Thick Film Resistor,0603,47Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907043.html
FRC0603F4701TS,C2907034,4.7kΩ ±1% 100mW 0603 Thick Film Resistor,0603,4.7kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907034.html
FRC0603F2002TS,C2907011,20kΩ ±1% 100mW 0603 Thick Film Resistor,0603,20kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907011.html
FRC0603F2000TS,C2907010,200Ω ±1% 100mW 0603 Thick Film Resistor,0603,200Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907010.html
FRC0603F1R00TS,C2907004,1Ω ±1% 100mW 0603 Thick Film Resistor,0603,1Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907004.html
FRC0603F1203TS,C2906987,120kΩ ±1% 100mW 0603 Thick Film Resistor,0603,120kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906987.html
FRC0402J472 TS,C2906941,4.7kΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,4.7kΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906941.html
FRC0402J105 TS,C2906900,1MΩ ±5% 62.5mW 0402 Thick Film Resistor,0402,1MΩ,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906900.html
FRC0402F2003TS,C2906866,200kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,200kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906866.html
FRC0402F2201TS,C2906865,2.2kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,2.2kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906865.html
FRH0603B2002TS,C49196669,100mW 20kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,20kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196669.html
FRC0201J103 TS,C7467266,10kΩ 50mW Thick Film Resistor ±200ppm/℃ ±5% 0201 Chip Resistor - Surface Mount RoHS,0201,10kΩ,±5%,,50mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467266.html
FRM252WFR040TN,C7420007,2W 40mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,40mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420007.html
FRM252WFR005TN,C7420004,2W 5mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,5mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420004.html
FRQ0603F1002TS,C5713432,10kΩ ±1% 100mW 0603 Thick Film Resistor AEC-Q200,0603,10kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713432.html
FRG0603J206 TS,C5126072,20MΩ ±5% 100mW 0603 Thick Film Resistor,0603,20MΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126072.html
FRL0603FR220TS,C3013347,220mΩ ±1% 100mW 0603 Thick Film Resistor,0603,220mΩ,±1%,100V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013347.html
FRH0603D1001TSV,C3013341,1kΩ ±0.5% 100mW 0603 Thick Film Resistor,0603,1kΩ,±0.5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013341.html
FRC1210J751TS,C3000694,750Ω ±5% 500mW 1210 Thick Film Resistor,1210,750Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000694.html
FRC1210J302TS,C3000631,3kΩ ±5% 500mW 1210 Thick Film Resistor,1210,3kΩ,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000631.html
FRC1210J151TS,C3000604,150Ω ±5% 500mW 1210 Thick Film Resistor,1210,150Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000604.html
FRC1210F2201TS,C3000590,2.2kΩ ±1% 500mW 1210 Thick Film Resistor,1210,2.2kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000590.html
FRC1210F1200TS,C2974062,120Ω ±1% 500mW 1210 Thick Film Resistor,1210,120Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974062.html
FRP1206F15R0TSN,C2934388,15Ω ±1% 500mW 1206 Thick Film Resistor,1206,15Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934388.html
FRL0805FR100TS,C2934258,100mΩ ±1% 125mW 0805 Thick Film Resistor,0805,100mΩ,±1%,300V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934258.html
FRC2010J301 TS,C2934021,300Ω ±5% 750mW 2010 Thick Film Resistor,2010,300Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934021.html
FRC1206F4702TS,C2933708,47kΩ ±1% 250mW 1206 Thick Film Resistor,1206,47kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933708.html
FRC1206F3300TS,C2933675,330Ω ±1% 250mW 1206 Thick Film Resistor,1206,330Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933675.html
FRC0805J221 TS,C2933537,220Ω ±5% 125mW 0805 Thick Film Resistor,0805,220Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933537.html
FRC0603F4022TS,C2933218,40.2kΩ ±1% 100mW 0603 Thick Film Resistor,0603,40.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933218.html
FRC1206F2701TS,C2930416,2.7kΩ ±1% 250mW 1206 Thick Film Resistor,1206,2.7kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930416.html
FRC0805J103TS,C2930231,10kΩ ±5% 125mW 0805 Thick Film Resistor,0805,10kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930231.html
FRL0805FR470TS,C2930220,470mΩ ±1% 125mW 0805 Thick Film Resistor,0805,470mΩ,±1%,300V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930220.html
FRC0603F1005TS,C2930145,10MΩ ±1% 100mW 0603 Thick Film Resistor,0603,10MΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930145.html
FRC2512J201 TS,C2907575,1W 200Ω 200V Thick Film Resistor ±100ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,200Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907575.html
FRC2010P000 TS,C2907556,750mW 0Ω 200V Thick Film Resistor ±5% 2010 Chip Resistor - Surface Mount RoHS,2010,0Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907556.html
FRC1210J332 TS,C2907548,3.3kΩ ±5% 500mW 1210 Thick Film Resistor,1210,3.3kΩ,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907548.html
FRC1206J472 TS,C2907499,4.7kΩ ±5% 250mW 1206 Thick Film Resistor,1206,4.7kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907499.html
FRC1206J103 TS,C2907423,10kΩ ±5% 250mW 1206 Thick Film Resistor,1206,10kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907423.html
FRL1206FR620TS,C2907359,620mΩ ±1% 250mW 1206 Thick Film Resistor,1206,620mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907359.html
FRL1206FR300TS,C2907354,300mΩ ±1% 250mW 1206 Thick Film Resistor,1206,300mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907354.html
FRL1206FR200TS,C2907350,200mΩ ±1% 250mW 1206 Thick Film Resistor,1206,200mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907350.html
FRC0805J473 TS,C2907330,47kΩ ±5% 125mW 0805 Thick Film Resistor,0805,47kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907330.html
FRC0805J331 TS,C2907321,330Ω ±5% 125mW 0805 Thick Film Resistor,0805,330Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907321.html
FRC0805J105 TS,C2907302,1MΩ ±5% 125mW 0805 Thick Film Resistor,0805,1MΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907302.html
FRC0603F2203TS,C2907013,220kΩ ±1% 100mW 0603 Thick Film Resistor,0603,220kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907013.html
FRC0402F1003TS,C2906859,100kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,100kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906859.html
FRQ0805F62R0TS,C7468576,125mW 62Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount RoHS,0805,62Ω,±1%,,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7468576.html
FRM252WFR001TN,C7467244,1mΩ 2W Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,1mΩ,±1%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467244.html
FRQ0805F2501TS,C5713447,2.5kΩ ±1% 125mW 0805 Thick Film Resistor AEC-Q200,0805,2.5kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713447.html
FRP2512F0000TS,C5204052,2W 0Ω 200V Thick Film Resistor ±200ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,0Ω,±1%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204052.html
FRC1210F2200TS,C3000591,220Ω ±1% 500mW 1210 Thick Film Resistor,1210,220Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000591.html
FRC2010J100 TS,C2974101,10Ω ±5% 750mW 2010 Thick Film Resistor,2010,10Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974101.html
FRC1210F1002TS,C2974059,10kΩ ±1% 500mW 1210 Thick Film Resistor,1210,10kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974059.html
FRC2512J102 TS,C2960674,1kΩ ±5% 1W 2512 Thick Film Resistor,2512,1kΩ,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2960674.html
FRL1206JR400TS,C2934306,400mΩ ±5% 250mW 1206 Thick Film Resistor,1206,400mΩ,±5%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934306.html
FRC1206F4700TS,C2933707,470Ω ±1% 250mW 1206 Thick Film Resistor,1206,470Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933707.html
FRC0805F49R9TS,C2933455,49.9Ω ±1% 125mW 0805 Thick Film Resistor,0805,49.9Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933455.html
FRC0805F3302TS,C2933415,33kΩ ±1% 125mW 0805 Thick Film Resistor,0805,33kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933415.html
FRC0805F2R20TS,C2933402,2.2Ω ±1% 125mW 0805 Thick Film Resistor,0805,2.2Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933402.html
FRC0805F2200TS,C2933369,220Ω ±1% 125mW 0805 Thick Film Resistor,0805,220Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933369.html
FRC1206J471TS,C2930375,470Ω ±5% 250mW 1206 Thick Film Resistor,1206,470Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930375.html
FRC0805F1502TS,C2930170,15kΩ ±1% 125mW 0805 Thick Film Resistor,0805,15kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930170.html
FRC0603F3000TS,C2930092,300Ω ±1% 100mW 0603 Thick Film Resistor,0603,300Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2930092.html
FRC0402F75R0TS,C2909384,75Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,75Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909384.html
FRC0402F6802TS,C2909379,68kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,68kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909379.html
FRC0402F1503TS,C2909320,150kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,150kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2909320.html
FRC1206J820 TS,C2907540,82Ω ±5% 250mW 1206 Thick Film Resistor,1206,82Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907540.html
FRC1206J4R7 TS,C2907501,4.7Ω ±5% 250mW 1206 Thick Film Resistor,1206,4.7Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907501.html
FRC1206J332 TS,C2907469,3.3kΩ ±5% 250mW 1206 Thick Film Resistor,1206,3.3kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907469.html
FRC1206J222 TS,C2907443,2.2kΩ ±5% 250mW 1206 Thick Film Resistor,1206,2.2kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907443.html
FRC1206J105 TS,C2907441,1MΩ ±5% 250mW 1206 Thick Film Resistor,1206,1MΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907441.html
FRC1206J121 TS,C2907426,120Ω ±5% 250mW 1206 Thick Film Resistor,1206,120Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907426.html
FRC1206J104 TS,C2907421,100kΩ ±5% 250mW 1206 Thick Film Resistor,1206,100kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907421.html
FRC1206J152 TS,C2907413,1.5kΩ ±5% 250mW 1206 Thick Film Resistor,1206,1.5kΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907413.html
FRC0805J471 TS,C2907329,470Ω ±5% 125mW 0805 Thick Film Resistor,0805,470Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907329.html
FRC0805J222 TS,C2907303,2.2kΩ ±5% 125mW 0805 Thick Film Resistor,0805,2.2kΩ,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907303.html
FRC0805J151 TS,C2907300,150Ω ±5% 125mW 0805 Thick Film Resistor,0805,150Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907300.html
FRC0805F6802TS,C2907283,68kΩ ±1% 125mW 0805 Thick Film Resistor,0805,68kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907283.html
FRC0805F6801TS,C2907276,6.8kΩ ±1% 125mW 0805 Thick Film Resistor,0805,6.8kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907276.html
FRC0805F5601TS,C2907271,5.6kΩ ±1% 125mW 0805 Thick Film Resistor,0805,5.6kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907271.html
FRC0805F3R30TS,C2907250,3.3Ω ±1% 125mW 0805 Thick Film Resistor,0805,3.3Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907250.html
FRC0805F2003TS,C2907238,200kΩ ±1% 125mW 0805 Thick Film Resistor,0805,200kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907238.html
FRC0805F2401TS,C2907235,2.4kΩ ±1% 125mW 0805 Thick Film Resistor,0805,2.4kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907235.html
FRC0805F1802TS,C2907231,18kΩ ±1% 125mW 0805 Thick Film Resistor,0805,18kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907231.html
FRC0805F1501TS,C2907216,1.5kΩ ±1% 125mW 0805 Thick Film Resistor,0805,1.5kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907216.html
FRC0603J750 TS,C2907204,75Ω ±5% 100mW 0603 Thick Film Resistor,0603,75Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907204.html
FRC0603J331 TS,C2907152,330Ω ±5% 100mW 0603 Thick Film Resistor,0603,330Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907152.html
FRC0603J151 TS,C2907103,150Ω ±5% 100mW 0603 Thick Film Resistor,0603,150Ω,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907103.html
FRC0603J152 TS,C2907083,1.5kΩ ±5% 100mW 0603 Thick Film Resistor,0603,1.5kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907083.html
FRC0603F8202TS,C2907072,82kΩ ±1% 100mW 0603 Thick Film Resistor,0603,82kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907072.html
FRC0603F8200TS,C2907071,820Ω ±1% 100mW 0603 Thick Film Resistor,0603,820Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907071.html
FRC0603F8201TS,C2907069,8.2kΩ ±1% 100mW 0603 Thick Film Resistor,0603,8.2kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907069.html
FRC0603F51R0TS,C2907050,51Ω ±1% 100mW 0603 Thick Film Resistor,0603,51Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907050.html
FRC0603F3900TS,C2907031,390Ω ±1% 100mW 0603 Thick Film Resistor,0603,390Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907031.html
FRC0603F2700TS,C2907020,270Ω ±1% 100mW 0603 Thick Film Resistor,0603,270Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907020.html
FRC0603F1803TS,C2906999,180kΩ ±1% 100mW 0603 Thick Film Resistor,0603,180kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906999.html
FRC0603F1302TS,C2906992,13kΩ ±1% 100mW 0603 Thick Film Resistor,0603,13kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906992.html
FRC0603F1801TS,C2906979,1.8kΩ ±1% 100mW 0603 Thick Film Resistor,0603,1.8kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906979.html
FRC0402F1001TS,C2906864,1kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,1kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906864.html
FRP2512J511 TS,C7468216,510Ω 2W Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,510Ω,±5%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7468216.html
FRL1206FR082TS,C7467646,82mΩ 250mW Thick Film Resistor ±600ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,82mΩ,±1%,,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467646.html
FPM253WFR003TML,C7467252,3W 3mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,3mΩ,±1%,,3W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467252.html
FRP2512F1R00TS,C5713424,1Ω 2W 200V Thick Film Resistor ±1% ±200ppm/℃ 2512 Chip Resistor - Surface Mount RoHS,2512,1Ω,±1%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713424.html
FRP1206F1200TS,C5713417,120Ω ±1% 500mW 1206 Thick Film Resistor,1206,120Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713417.html
FRH0402B4990TS,C5713383,499Ω ±0.1% 62.5mW 0402 Thick Film Resistor,0402,499Ω,±0.1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713383.html
FRL0402FR500TS,C5204041,500mΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,500mΩ,±1%,100V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204041.html
FRC0402F4503TS,C5159688,450kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,450kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159688.html
FRL0603FR400TS,C5126047,400mΩ ±1% 100mW 0603 Thick Film Resistor,0603,400mΩ,±1%,100V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126047.html
FRP1206J101 TS,C3013376,100Ω ±5% 500mW 1206 Thick Film Resistor,1206,100Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013376.html
FRC1206J561 TS,C3013270,560Ω ±5% 250mW 1206 Thick Film Resistor,1206,560Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013270.html
FRC0805J121 TS,C3013232,120Ω ±5% 125mW 0805 Thick Film Resistor,0805,120Ω,±5%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013232.html
FRL1206FR280TS,C2999503,280mΩ ±1% 250mW 1206 Thick Film Resistor,1206,280mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999503.html
FRC0805F1543TS,C2999462,154kΩ ±1% 125mW 0805 Thick Film Resistor,0805,154kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999462.html
FRC2512J220 TS,C2974113,22Ω 1W 200V Thick Film Resistor ±100ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,22Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974113.html
FRC0603F91R0TS,C2960792,91Ω ±1% 100mW 0603 Thick Film Resistor,0603,91Ω,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2960792.html
FRL1206FR680TS,C2934296,680mΩ ±1% 250mW 1206 Thick Film Resistor,1206,680mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2934296.html
FRC1210J5R1 TS,C2933870,5.1Ω ±5% 500mW 1210 Thick Film Resistor,1210,5.1Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933870.html
FRC1210J121 TS,C2933833,120Ω ±5% 500mW 1210 Thick Film Resistor,1210,120Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933833.html
FRC1210F1500TS,C2933805,150Ω ±1% 500mW 1210 Thick Film Resistor,1210,150Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933805.html
FRC1206J560 TS,C2933788,56Ω ±5% 250mW 1206 Thick Film Resistor,1206,56Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933788.html
FRC1206J221 TS,C2933785,220Ω ±5% 250mW 1206 Thick Film Resistor,1206,220Ω,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933785.html
FRC1206F7500TS,C2933752,750Ω ±1% 250mW 1206 Thick Film Resistor,1206,750Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933752.html
FRC1206F5102TS,C2933722,51kΩ ±1% 250mW 1206 Thick Film Resistor,1206,51kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933722.html
FRC1206F5101TS,C2933721,5.1kΩ ±1% 250mW 1206 Thick Film Resistor,1206,5.1kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933721.html
FRC1206F5100TS,C2933720,510Ω ±1% 250mW 1206 Thick Film Resistor,1206,510Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2933720.html
