Manufacturer Part Number,Supplier Part Number,Description,Package,Resistance,Tolerance,Voltage Rating,Power,Link
FRC0603J184 TS,C2907109,180kΩ ±5% 100mW 0603 Thick Film Resistor,0603,180kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907109.html
FRC0603J113 TS,C2907093,11kΩ ±5% 100mW 0603 Thick Film Resistor,0603,11kΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907093.html
FRC0603F7503TS,C2907065,750kΩ ±1% 100mW 0603 Thick Film Resistor,0603,750kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2907065.html
FRC0603F1303TS,C2906991,130kΩ ±1% 100mW 0603 Thick Film Resistor,0603,130kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906991.html
FRC0402J5R1 TS,C2906949,5.1Ω ±5% 62.5mW 0402 Thick Film Resistor,0402,5.1Ω,±5%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2906949.html
FQV1206F1203TS,C53064382,1206 Chip Resistor - Surface Mount RoHS,1206,,,,,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C53064382.html
FPS1206J5R1 TS,C53064379,1206 Chip Resistor - Surface Mount RoHS,1206,,,,,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C53064379.html
FPS1206J2R2 TS,C53064378,1206 Chip Resistor - Surface Mount RoHS,1206,,,,,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C53064378.html
FPS1206F1R00TS,C52033557,1Ω 600mW 200V Thick Film Resistor ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,1Ω,±1%,200V,600mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033557.html
FRC2512F66R5TS,C52033526,1W 66.5Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,66.5Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C52033526.html
FRC2512F4422TS,C51048347,44.2kΩ 1W 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,44.2kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048347.html
FRC2512F3921TS,C51048341,1W 3.92kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,3.92kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048341.html
FRC2512F2323TS,C51048337,1W 232kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,232kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048337.html
FRC2512F1502TS,C51048336,1W 15kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,15kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048336.html
FRC2512F25R5TS,C51048319,1W 25.5Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,25.5Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048319.html
FRC2512F5493TS,C51048315,1W 549kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,549kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048315.html
FRC2512F3320TS,C51048312,1W 332Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,332Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048312.html
FRC2512F5361TS,C51048308,1W 5.36kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,5.36kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048308.html
FRQ2010F1300TS,C51048296,750mW 130Ω 200V Thick Film Resistor ±1% 2010 Chip Resistor - Surface Mount RoHS,2010,130Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048296.html
FRC2512F30R1TS,C51048285,30.1Ω 1W 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,30.1Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048285.html
FRC2512F8060TS,C51048278,1W 806Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,806Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048278.html
FRC2512F4752TS,C51048269,1W 47.5kΩ 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,47.5kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048269.html
FRC2512F5R90TS,C51048249,1W 5.9Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,5.9Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048249.html
FRC2512F30R9TS,C51048235,1W 30.9Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,30.9Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048235.html
FRC2512F2210TS,C51048216,1W 221Ω 200V Thick Film Resistor ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,221Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C51048216.html
FRH0603B1212TS,C49196913,100mW 12.1kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,12.1kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196913.html
FRH0603B1132TS,C49196912,100mW 11.3kΩ 75V Thick Film Resistor ±100ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0603,11.3kΩ,±0.1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196912.html
FRC1812F49R9TS,C49196908,750mW 49.9Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 1812 Chip Resistor - Surface Mount RoHS,1812,49.9Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196908.html
FRV0805F4993TS,C49196877,125mW 499kΩ 400V Thick Film Resistor ±200ppm/℃ ±1% 0805 Chip Resistor - Surface Mount RoHS,0805,499kΩ,±1%,400V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196877.html
FRP1206F3602TS,C49196875,500mW 36kΩ 200V Thick Film Resistor ±200ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,36kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C49196875.html
FRC2512F59R0TS,C48533785,1W 59Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,59Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C48533785.html
FRC2512F1240TS,C48533783,124Ω 1W 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,124Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C48533783.html
FRC2512F4121TS,C48533765,4.12kΩ 1W 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,4.12kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C48533765.html
FRC2512F1821TS,C48533760,1.82kΩ 1W 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,1.82kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C48533760.html
FRC2512F2552TS,C48533751,1W 25.5kΩ 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,25.5kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C48533751.html
FRC2010F6803TS,C22375114,750mW 680kΩ 200V Thick Film Resistor ±100ppm/℃ ±1% 2010 Chip Resistor - Surface Mount RoHS,2010,680kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C22375114.html
FRH1206D3740TS,C22375102,250mW 374Ω Thick Film Resistor ±100ppm/℃ ±0.5% 1206 Chip Resistor - Surface Mount RoHS,1206,374Ω,±0.5%,,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C22375102.html
FRC1812F2401TS,C18164307,2.4kΩ 750mW 200V Thick Film Resistor ±100ppm/℃ ±1% 1812 Chip Resistor - Surface Mount RoHS,1812,2.4kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C18164307.html
FRQ0805F2201TS,C7471245,125mW 2.2kΩ 150V Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount RoHS,0805,2.2kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7471245.html
FRQ0805F5100TS,C7468585,125mW 510Ω Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount RoHS,0805,510Ω,±1%,,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7468585.html
FRP2512J472 TS,C7468142,2W 4.7kΩ Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,4.7kΩ,±5%,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7468142.html
FRP2512P000 TS,C7468130,0Ω 2W Thick Film Resistor ±200ppm/℃ 2512 Chip Resistor - Surface Mount RoHS,2512,0Ω,,,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7468130.html
FPL1206FR910TS,C7467853,500mW 910mΩ Thick Film Resistor ±200ppm/℃ ±1% 1206 Chip Resistor - Surface Mount RoHS,1206,910mΩ,±1%,,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467853.html
FRL2010FR160TS,C7467852,160mΩ 750mW Thick Film Resistor ±600ppm/℃ ±1% 2010 Chip Resistor - Surface Mount RoHS,2010,160mΩ,±1%,,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467852.html
FRL1210FR062TS,C7467651,62mΩ 500mW Thick Film Resistor ±600ppm/℃ ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,62mΩ,±1%,,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467651.html
FRL2512FR022TS,C7467625,1W 22mΩ Thick Film Resistor ±1200ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,22mΩ,±1%,,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467625.html
FRL1210FR075TS,C7467624,500mW 75mΩ Thick Film Resistor ±600ppm/℃ ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,75mΩ,±1%,,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467624.html
FRL2010JR012TS,C7467603,12mΩ 750mW Thick Film Resistor ±5% 2010 Chip Resistor - Surface Mount RoHS,2010,12mΩ,±5%,,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467603.html
FRL2010JR020TS,C7467565,20mΩ 750mW Thick Film Resistor ±1200ppm/℃ ±5% 2010 Chip Resistor - Surface Mount RoHS,2010,20mΩ,±5%,,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467565.html
FRL2512FR560TS,C7467482,1W 560mΩ Thick Film Resistor ±200ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,560mΩ,±1%,,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467482.html
FRC1210F2001TS,C7467458,2kΩ 500mW 200V Thick Film Resistor ±1% ±100ppm/℃ 1210 Chip Resistor - Surface Mount RoHS,1210,2kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467458.html
FRL1812JR062TS,C7467400,62mΩ 750mW Thick Film Resistor ±5% ±600ppm/℃ 1812 Chip Resistor - Surface Mount RoHS,1812,62mΩ,±5%,,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467400.html
FRC1812J684 TS,C7467390,750mW 680kΩ 200V Thick Film Resistor ±5% ±100ppm/℃ 1812 Chip Resistor - Surface Mount RoHS,1812,680kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467390.html
FRC2512F6803TS,C7467386,1W 680kΩ 200V Thick Film Resistor ±1% ±100ppm/℃ 2512 Chip Resistor - Surface Mount RoHS,2512,680kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467386.html
FRL2512JR910TS,C7467378,1W 910mΩ Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,910mΩ,±5%,,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467378.html
FRL0603FR910TS,C7467365,910mΩ 100mW Thick Film Resistor ±200ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0603,910mΩ,±1%,,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467365.html
FRC2010F56R0TS,C7467351,56Ω 750mW 200V Thick Film Resistor ±1% ±100ppm/℃ 2010 Chip Resistor - Surface Mount RoHS,2010,56Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467351.html
FRC1812J1R3 TS,C7467341,1.3Ω 750mW 200V Thick Film Resistor ±200ppm/℃ ±5% 1812 Chip Resistor - Surface Mount RoHS,1812,1.3Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467341.html
FRC0805F3400TS,C7467322,125mW 340Ω 150V Thick Film Resistor ±1% ±100ppm/℃ 0805 Chip Resistor - Surface Mount RoHS,0805,340Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467322.html
FRC0201F1000TS,C7467289,50mW 100Ω Thick Film Resistor ±200ppm/℃ ±1% 0201 Chip Resistor - Surface Mount RoHS,0201,100Ω,±1%,,50mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467289.html
FRC0201F1001TS,C7467283,50mW 1kΩ Thick Film Resistor ±200ppm/℃ ±1% 0201 Chip Resistor - Surface Mount RoHS,0201,1kΩ,±1%,,50mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467283.html
FRC0201J220 TS,C7467268,22Ω 50mW Thick Film Resistor ±200ppm/℃ ±5% 0201 Chip Resistor - Surface Mount RoHS,0201,22Ω,±5%,,50mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7467268.html
FPM253WFR002TML,C7420017,3W 2mΩ Current Sense Resistor ±50ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,2mΩ,±1%,,3W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C7420017.html
FRL1812JR082TS,C5713404,82mΩ 750mW Thick Film Resistor ±5% ±600ppm/℃ 1812 Chip Resistor - Surface Mount RoHS,1812,82mΩ,±5%,,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713404.html
FRC2010J623 TS,C5713373,62kΩ ±5% 750mW 2010 Thick Film Resistor,2010,62kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713373.html
FRC1812F3603TS,C5713348,360kΩ ±1% 750mW 1812 Thick Film Resistor,1812,360kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713348.html
FRC1206F2101TS,C5713323,2.1kΩ ±1% 250mW 1206 Thick Film Resistor,1206,2.1kΩ,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713323.html
FRC0805F7870TS,C5713316,787Ω ±1% 125mW 0805 Thick Film Resistor,0805,787Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713316.html
FRC0603F3243TS,C5713284,324kΩ ±1% 100mW 0603 Thick Film Resistor,0603,324kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5713284.html
FRC2512J1R3 TS,C5357136,1W 1.3Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,1.3Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5357136.html
FRL1210JR068TS,C5204048,68mΩ ±5% 500mW 1210 Thick Film Resistor,1210,68mΩ,±5%,500V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204048.html
FRH0805B1503TS,C5204040,150kΩ ±0.1% 125mW 0805 Thick Film Resistor,0805,150kΩ,±0.1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204040.html
FRC1210F5900TS,C5204029,590Ω ±1% 500mW 1210 Thick Film Resistor,1210,590Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204029.html
FRC0805F3480TS,C5204013,348Ω ±1% 125mW 0805 Thick Film Resistor,0805,348Ω,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204013.html
FRC0805F1873TS,C5204011,187kΩ ±1% 125mW 0805 Thick Film Resistor,0805,187kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5204011.html
FRC2512F4990TS,C5159761,1W 499Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,499Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159761.html
FRC2010F2004TS,C5159756,2MΩ ±1% 750mW 2010 Thick Film Resistor,2010,2MΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159756.html
FRL1206FR091TS,C5159740,91mΩ ±1% 250mW 1206 Thick Film Resistor,1206,91mΩ,±1%,500V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159740.html
FRC0805F1304TS,C5159714,1.3MΩ ±1% 125mW 0805 Thick Film Resistor,0805,1.3MΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159714.html
FRC0603F7323TS,C5159703,732kΩ ±1% 100mW 0603 Thick Film Resistor,0603,732kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159703.html
FRC0603F2873TS,C5159700,287kΩ ±1% 100mW 0603 Thick Film Resistor,0603,287kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159700.html
FRC0402F5230TS,C5159691,523Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,523Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159691.html
FRC0402F1650TS,C5159678,165Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,165Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5159678.html
FRC1206F46R4TS,C5153993,46.4Ω ±1% 250mW 1206 Thick Film Resistor,1206,46.4Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5153993.html
FRC1206F24R9TS,C5153988,24.9Ω ±1% 250mW 1206 Thick Film Resistor,1206,24.9Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5153988.html
FRG0603J306 TS,C5126263,30MΩ ±5% 100mW 0603 Thick Film Resistor,0603,30MΩ,±5%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126263.html
FRC1210F90R9TS,C5126248,90.9Ω ±1% 500mW 1210 Thick Film Resistor,1210,90.9Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126248.html
FRC0603F5233TS,C5126197,523kΩ ±1% 100mW 0603 Thick Film Resistor,0603,523kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126197.html
FRC2010F3600TS,C5126172,360Ω ±1% 750mW 2010 Thick Film Resistor,2010,360Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126172.html
FRC1206F2R05TS,C5126165,2.05Ω ±1% 250mW 1206 Thick Film Resistor,1206,2.05Ω,±1%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126165.html
FRQ1210F3300TS,C5126154,500mW 330Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 1210 Chip Resistor - Surface Mount RoHS,1210,330Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126154.html
FRC2010F3R30TS,C5126040,3.3Ω ±1% 750mW 2010 Thick Film Resistor,2010,3.3Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126040.html
FRC2512F1273TS,C5126022,127kΩ ±1% 1W 2512 Thick Film Resistor,2512,127kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5126022.html
FRC0805F2942TS,C5121537,29.4kΩ ±1% 125mW 0805 Thick Film Resistor,0805,29.4kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C5121537.html
FRP2512FR240TS,C3013384,240mΩ ±1% 2W 2512 Thick Film Resistor,2512,240mΩ,±1%,200V,2W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013384.html
FRL2512JR160TS,C3013371,160mΩ ±5% 1W 2512 Thick Film Resistor,2512,160mΩ,±5%,500V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013371.html
FRL0603JR390TS,C3013354,390mΩ ±5% 100mW 0603 Thick Film Resistor,0603,390mΩ,±5%,100V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013354.html
FRC2512J1R5 TS,C3013330,1W 1.5Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,1.5Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013330.html
FRC1812J822 TS,C3013298,8.2kΩ ±5% 750mW 1812 Thick Film Resistor,1812,8.2kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013298.html
FRC0603F6804TS,C3013205,6.8MΩ ±1% 100mW 0603 Thick Film Resistor,0603,6.8MΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013205.html
FRC0402F1153TS,C3013150,115kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,115kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3013150.html
FRC2512J9R1TS,C3000794,1W 9.1Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,2512,9.1Ω,±5%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000794.html
FRC1812F4301TS,C3000760,4.3kΩ ±1% 750mW 1812 Thick Film Resistor,1812,4.3kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000760.html
FRC1210J9R1TS,C3000704,9.1Ω ±5% 500mW 1210 Thick Film Resistor,1210,9.1Ω,±5%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000704.html
FRC2010F5R60TS,C3000667,5.6Ω ±1% 750mW 2010 Thick Film Resistor,2010,5.6Ω,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000667.html
FRC2010J3R9TS,C3000650,3.9Ω ±5% 750mW 2010 Thick Film Resistor,2010,3.9Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000650.html
FRC2512F75R0TS,C3000608,1W 75Ω 200V Thick Film Resistor ±100ppm/℃ ±1% 2512 Chip Resistor - Surface Mount RoHS,2512,75Ω,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000608.html
FRC2512F1102TS,C3000598,11kΩ ±1% 1W 2512 Thick Film Resistor,2512,11kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000598.html
FRC2010J304TS,C3000576,300kΩ ±5% 750mW 2010 Thick Film Resistor,2010,300kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000576.html
FRC2010J180TS,C3000575,18Ω ±5% 750mW 2010 Thick Film Resistor,2010,18Ω,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000575.html
FRC1210F2490TS,C3000542,249Ω ±1% 500mW 1210 Thick Film Resistor,1210,249Ω,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000542.html
FRC0805F8251TS,C3000539,8.25kΩ ±1% 125mW 0805 Thick Film Resistor,0805,8.25kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000539.html
FRG1206J226TS,C3000525,22MΩ ±5% 250mW 1206 Thick Film Resistor,1206,22MΩ,±5%,200V,250mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C3000525.html
FRC2512F7502TS,C2999605,75kΩ ±1% 1W 2512 Thick Film Resistor,2512,75kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999605.html
FRC2512F1201TS,C2999600,1.2kΩ ±1% 1W 2512 Thick Film Resistor,2512,1.2kΩ,±1%,200V,1W,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999600.html
FRC0603F3093TS,C2999532,309kΩ ±1% 100mW 0603 Thick Film Resistor,0603,309kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999532.html
FRC1210F6202TS,C2999512,62kΩ ±1% 500mW 1210 Thick Film Resistor,1210,62kΩ,±1%,200V,500mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999512.html
FRC0805F4423TS,C2999502,442kΩ ±1% 125mW 0805 Thick Film Resistor,0805,442kΩ,±1%,150V,125mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999502.html
FRC0603F2494TS,C2999495,2.49MΩ ±1% 100mW 0603 Thick Film Resistor,0603,2.49MΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2999495.html
FRC0603F4871TS,C2998129,4.87kΩ ±1% 100mW 0603 Thick Film Resistor,0603,4.87kΩ,±1%,75V,100mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2998129.html
FRC0402F9092TS,C2998102,90.9kΩ ±1% 62.5mW 0402 Thick Film Resistor,0402,90.9kΩ,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2998102.html
FRC0402F6040TS,C2998094,604Ω ±1% 62.5mW 0402 Thick Film Resistor,0402,604Ω,±1%,50V,62.5mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2998094.html
FRC2010F2703TS,C2974100,270kΩ ±1% 750mW 2010 Thick Film Resistor,2010,270kΩ,±1%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974100.html
FRC1812J362 TS,C2974083,3.6kΩ ±5% 750mW 1812 Thick Film Resistor,1812,3.6kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974083.html
FRC1812J223 TS,C2974082,22kΩ ±5% 750mW 1812 Thick Film Resistor,1812,22kΩ,±5%,200V,750mW,https://www.lcsc.comhttps://www.lcsc.com/product-detail/C2974082.html
